,abstract_id,line_id,abstract_text,line_number,total_lines,target
81434,25424464,25424464_8_13,"Blood pressure , obesity , percentage of body fat , lipid profile , fasting insulin .",8,13,METHODS
147914,24368465,24368465_6_15,"All outcomes were assessed before treatment , at mid-treatment , and after treatment and at 3 - , 6 - , and 12-month follow-up .",6,15,METHODS
146641,24810873,24810873_5_8,Waist circumference was 108 cm for men and 108 cm for women .,5,8,RESULTS
125851,25372450,25372450_0_17,Purse-string suture is a closure method that purportedly reduces the scar area compared with second intention healing .,0,17,OBJECTIVE
173730,24486089,24486089_1_10,"This post-hoc analysis utilized data from the no lead-in telaprevir , peginterferon and ribavirin arm of the REALIZE study .",1,10,METHODS
104275,25091615,25091615_1_9,The numerous tests performed to identify the effect of exercise on these hormones have not been clear on the type of exercise routine and physical effort calculated to contribute to changing plasma concentrations in obese women .,1,9,BACKGROUND
150051,26442396,26442396_7_11,The median duration of analgesia in group I was 8.8 [ 5-11 ] and in group II 13 [ 8.5-16 ] hrs .,7,11,RESULTS
47524,25350539,25350539_5_14,"Outcome measures were Observational Scale of Behavioral Distress-Revised for behavioral distress , Oucher for self-reported pain , parent report of child distress , and salivary cortisol for physiological distress .",5,14,METHODS
103507,24683779,24683779_3_10,A shear load was applied until failure .,3,10,METHODS
162109,24806159,24806159_6_14,Patients underwent weekly surveillance for CMV infection .,6,14,METHODS
84918,24735110,24735110_8_16,Consumer satisfaction was surveyed using a postal questionnaire .,8,16,METHODS
51767,25399616,25399616_5_11,We designed a controlled single blind parallel trial .,5,11,METHODS
13157,24401829,24401829_4_11,Both groups participated in a five-visit motor imagery-based mental practice training program managed over a period of two months .,4,11,METHODS
71756,25173550,25173550_4_11,There were no significant differences between the patient groups regarding the baseline characteristics .,4,11,RESULTS
46518,25089931,25089931_6_10,"Consistent with this , carriers of rs315952C had slightly higher plasma IL1RA at baseline ( 0.039 ) and higher evoked IL1RA post-LPS ( 0.011 ) .",6,10,RESULTS
147063,25443423,25443423_2_10,A total of 26 Department of Radiology physicians were randomized in a single-blind trial to either the SMART program or a wait-list control arm for 12 weeks .,2,10,METHODS
76470,24928832,24928832_3_13,The primary end point was tumor shrinkage before crossover assessed by investigator ( IR ) and independent central review ( ICR ) .,3,13,METHODS
97808,25350595,25350595_8_14,P < 0.05 was considered to be significant .,8,14,METHODS
1814,25550062,25550062_7_10,"However , previous research indicated poverty is associated with not only higher diabetes incidence but also inequality of diabetes care in Taiwan despite universal health coverage .",7,10,CONCLUSIONS
17122,25324251,25324251_6_10,"In each group , the blood samples to measure the cytokine levels were collected before and after the CPB .",6,10,METHODS
128561,24493829,24493829_2_9,"T790M mutations were detected in 65.26 % of patients using our highly sensitive method based on laser microdissection and peptide-nucleic acid-clamping PCR , which can detect the mutation at an allelic dilution of 1 in 5,000 .",2,9,RESULTS
97813,25350595,25350595_13_14,"Within the limitations of this pilot study , no differences with the application of melatonin were found in terms of the concentration of interleukin-6 and bone density in post-extraction socket of retained mandibular third molars .",13,14,CONCLUSIONS
25735,25509895,25509895_7_12,"Analysis of bacteriological efficacy revealed its most pronounced and clinically significant differences between the groups : the cefotaxime/furamag combination led to higher pathogen eradication in all follow-up periods : after 3 days of treatment ( 82.6 % ) and following a complete therapy cycle ( 95.8 % ) versus the cefotaxime monotherapy group ( 43.5 and 70.8 % , respectively ; p < 0.01 ) .",7,12,RESULTS
30188,24567288,24567288_10_17,The final yield of specific venues differed widely ( 6 % to 100 % ) due to various proportions of ineligible subjects ( 2 % -64 % ) and refusals ( 0 % -92 % ) .,10,17,RESULTS
26023,24495599,24495599_5_13,The total cost per case for the peer support arm of the study was 2154 compared to 1922 for the control arm .,5,13,RESULTS
4591,24314186,24314186_10_11,"Prednisolone was associated with a higher number of complications , thereby decreasing patient compliance .",10,11,CONCLUSIONS
54483,24522636,24522636_9_12,"One-year longitudinal data show variability in CAT scores among patients with stable COPD similar to mMRC scale score , which is the best predictor of 1-year CAT changes .",9,12,CONCLUSIONS
61634,24320723,24320723_5_12,"Fruit preference , vegetable preference , and cooking AT and SE were assessed with a tested 35-item measure , shown to have test-retest reliability .",5,12,METHODS
41473,24251361,24251361_0_11,"The clinical utility of genotype-guided ( pharmacogenetically based ) dosing of warfarin has been tested only in small clinical trials or observational studies , with equivocal results .",0,11,BACKGROUND
87992,24684263,24684263_5_9,"We found obese patients ( BMI > 95th percentile ) to have significantly higher risk of VTE ( odds ratio 2.1 , with 95 % CI 1.1-4 .2 ) than patients of normal weight ( BMI < 85th percentile ) .",5,9,RESULTS
90117,25764287,25764287_3_12,"Between 2008 and 2011 , patients who underwent anterior resection for rectal cancer were randomized to receive either high or low ligation of the IMA .",3,12,METHODS
90999,25091593,25091593_5_11,"This is a two-arm , single-blind , randomized controlled trial with a target enrollment of 216 depressed adolescents between 15 and 19years of age , attending four primary care clinics in Santiago , Chile .",5,11,METHODS
2696,25631070,25631070_18_19,French Ministry of Health .,18,19,BACKGROUND
116755,25267740,25267740_11_13,"Treatment with GDP was associated with less toxicity ( P < .001 ) and need for hospitalization ( P < .001 ) , and preserved quality of life ( P = .04 ) .",11,13,RESULTS
87338,25836986,25836986_6_14,Thirty-seven patients completed the primary end point assessment .,6,14,RESULTS
91848,25278714,25278714_8_17,The primary outcome was patient comfort expressed by the visual analogue pain score .,8,17,METHODS
78625,26041677,26041677_10_13,We found that habitual consumption of an HP diet can reduce the negative effect of phytate on nonheme-iron absorption among young women with suboptimal iron stores .,10,13,CONCLUSIONS
55334,25151550,25151550_3_11,In this prospective randomized trial patients were included to undergo a tandem colonoscopy .,3,11,METHODS
58273,24254493,24254493_7_9,"These findings established that , at 150 pps conventional TENS , threshold and tolerance values were consistently higher .",7,9,CONCLUSIONS
52226,25509726,25509726_1_7,Ninety patients of acute-phase cerebral infarction with motor dysfunction were randomly divided into three groups .,1,7,METHODS
14757,24661355,24661355_3_13,The aim of this study was to test the hypothesis that cholecalciferol supplementation improves cardiac function and reduces blood pressure ( BP ) and pulse wave velocity ( PWV ) in patients on chronic dialysis .,3,13,BACKGROUND
171166,24655537,24655537_4_9,"The median gestational age of included infants was 28 ( 6 ) / 7 weeks ( IQR , 26 ( 5 ) / 7-30 ( 3 ) / 7 weeks ) .",4,9,RESULTS
177225,24646102,24646102_3_15,Maternal serum samples of 25-hydroxyvitamin D ( 25OHD ) were collected at baseline and delivery .,3,15,METHODS
174678,24557105,24557105_14_19,"Esophageal patency was visually observed in the absence of CP , whereas occlusion of the esophageal entrance was observed during CP in all patients .",14,19,RESULTS
54329,24817063,24817063_1_8,This issue may be particularly relevant in asymptomatic diabetes patients detected earlier in the course of the disease .,1,8,BACKGROUND
42856,24645942,24645942_3_11,"The primary end point was survival without severe disability ( defined by a score of 0 to 4 on the modified Rankin scale , which ranges from 0 [ no symptoms ] to 6 [ death ] ) 6 months after randomization .",3,11,METHODS
121931,24861389,24861389_8_9,Fibrin sealant enhances early wound healing by reducing inflammation after periodontal flap surgery .,8,9,CONCLUSIONS
68327,25779750,25779750_9_13,"In the MRI substudy , mean change from baseline in total joint damage scores according to the Rheumatoid Arthritis Magnetic Resonance Imaging Scoring system was generally similar with either apremilast dose at week 16 .",9,13,RESULTS
24323,25675661,25675661_4_11,"63 patients underwent HS parotidectomy , and 67 patients received a parotidectomy using cold instruments and bipolar electrocautery hemostatic control ( CI ) .",4,11,METHODS
62241,24474396,24474396_2_12,"The data for patients with metastatic melanoma who received ACT with TIL plus aldesleukin following myeloablative chemotherapy and 12-Gy TBI was examined , in order to look at patient characteristics and the natural history of TMA .",2,12,METHODS
43162,24976452,24976452_1_18,Withholding breastfeeding around the time of vaccine administration has been suggested for improving vaccine performance .,1,18,BACKGROUND
16033,25502833,25502833_3_9,The main outcome variables were gain of visual acuity and the course of central retinal thickness as measured with optical coherence tomography .,3,9,METHODS
40976,24568171,24568171_1_9,"This open-label study was conducted in a private dental practice , and adult volunteers were assigned ( 2:1 ) to either 9.5 percent hydrogen-peroxide whitening strips ( Strip group ) or an in-office light plus 25 percent hydrogen-peroxide whitening gel treatment ( In-office group ) .",1,9,METHODS
8244,24569045,24569045_8_14,Findings were confirmed in the subset of more severely ill patients ( HARS total score 25 with or without CGI-S 5 at baseline ) .,8,14,RESULTS
61114,25439367,25439367_8_9,"Future severe asthma exacerbations , poor asthma control , and extreme - agonist overuse are predicted by different baseline clinical and demographic characteristics and management approaches in at-risk asthma .",8,9,CONCLUSIONS
152090,25533223,25533223_0_13,"To evaluate the incremental prognostic value of the number and maximum volume of coronary artery calcifications over modified Agatston score strata , age , pack-years , and smoking status for predicting cardiovascular events .",0,13,OBJECTIVE
82769,24673056,24673056_10_12,The moxibustion featured with disappearance of heat-sensitive feeling and saturated dose has better therapeutic effect than that with traditional-dose for treatment of IBS .,10,12,CONCLUSIONS
44229,25022109,25022109_10_13,"Compared with the western medication group , the symptom score of NDI was reduced obviously after treatment and in each time point of follow-up in the acupuncture group ( P < 0.05 , P < 0.01 ) , and the score of life quality was increased obviously ( P < 0.05 , P < 0.01 ) .",10,13,RESULTS
71445,24885437,24885437_8_11,The TIME trial is the first study designed to compare the protective effect of clopidogrel and ticagrelor on coronary microvascular dysfunction in patients with STEMI and NSTEMI .,8,11,CONCLUSIONS
141477,25155371,25155371_2_16,We enrolled 88 eyes of 61 patients with center-involving DME .,2,16,METHODS
54509,25596202,25596202_7_12,"Secondary outcomes at all timepoints are additional immunogenicity measures and proportion of participants with nasopharyngeal carriage of vaccine-type pneumococci and NTHi , and any OM , including any tympanic membrane perforation .",7,12,METHODS
